RUN	CDCInvAdj.CDCInvAdjustment	cdcinvadjustment	1699000591528	 	3.9.5
USER	Initial Scenario	START	1699000597534
REQUEST		GET CDC quantity from VTS	1699000597277	1699000598447	OK	 
REQUEST		GET CDC quantity from VTS Redirect 1	1699000598457	1699000598761	OK	 
USER	Initial Scenario	END	1699000598852
USER	CDC Inv Adjustment	START	1699000599225
REQUEST		request testing	1699000600168	1699000600168	OK	 
REQUEST		request testing	1699000600477	1699000600477	OK	 
REQUEST		request testing	1699000600777	1699000600777	OK	 
REQUEST		request testing	1699000601077	1699000601077	OK	 
REQUEST		request testing	1699000601376	1699000601376	OK	 
REQUEST		request testing	1699000601675	1699000601675	OK	 
REQUEST		request testing	1699000601974	1699000601974	OK	 
REQUEST		request testing	1699000602272	1699000602272	OK	 
REQUEST		request testing	1699000602568	1699000602568	OK	 
REQUEST		request testing	1699000602865	1699000602865	OK	 
REQUEST		request testing	1699000603162	1699000603162	OK	 
REQUEST		request testing	1699000603459	1699000603459	OK	 
REQUEST		request testing	1699000603759	1699000603759	OK	 
REQUEST		request testing	1699000604063	1699000604063	OK	 
REQUEST		request testing	1699000604375	1699000604375	OK	 
REQUEST		request testing	1699000604678	1699000604678	OK	 
REQUEST		request testing	1699000604977	1699000604977	OK	 
REQUEST		request testing	1699000605274	1699000605274	OK	 
REQUEST		request testing	1699000605571	1699000605571	OK	 
REQUEST		request testing	1699000605868	1699000605868	OK	 
REQUEST		request testing	1699000606165	1699000606165	OK	 
REQUEST		request testing	1699000606462	1699000606462	OK	 
REQUEST		request testing	1699000606759	1699000606759	OK	 
REQUEST		request testing	1699000607058	1699000607058	OK	 
REQUEST		request testing	1699000607355	1699000607355	OK	 
REQUEST		request testing	1699000607652	1699000607652	OK	 
REQUEST		request testing	1699000607950	1699000607950	OK	 
REQUEST		request testing	1699000608247	1699000608247	OK	 
REQUEST		request testing	1699000608546	1699000608546	OK	 
REQUEST		request testing	1699000608854	1699000608854	OK	 
REQUEST		request testing	1699000609155	1699000609155	OK	 
REQUEST		request testing	1699000609453	1699000609453	OK	 
REQUEST		request testing	1699000609758	1699000609758	OK	 
REQUEST		request testing	1699000610055	1699000610055	OK	 
REQUEST		request testing	1699000610352	1699000610352	OK	 
REQUEST		request testing	1699000610652	1699000610652	OK	 
REQUEST		request testing	1699000610952	1699000610952	OK	 
REQUEST		request testing	1699000611250	1699000611250	OK	 
REQUEST		request testing	1699000611560	1699000611560	OK	 
REQUEST		request testing	1699000611866	1699000611866	OK	 
REQUEST		request testing	1699000612167	1699000612167	OK	 
REQUEST		request testing	1699000612469	1699000612469	OK	 
REQUEST		request testing	1699000612771	1699000612771	OK	 
REQUEST		request testing	1699000613071	1699000613071	OK	 
REQUEST		request testing	1699000613368	1699000613368	OK	 
REQUEST		request testing	1699000613666	1699000613666	OK	 
REQUEST		request testing	1699000613963	1699000613963	OK	 
REQUEST		request testing	1699000614263	1699000614263	OK	 
REQUEST		request testing	1699000614564	1699000614564	OK	 
REQUEST		request testing	1699000614864	1699000614864	OK	 
REQUEST		request testing	1699000615162	1699000615162	OK	 
REQUEST		request testing	1699000615462	1699000615462	OK	 
REQUEST		request testing	1699000615782	1699000615782	OK	 
REQUEST		request testing	1699000616080	1699000616080	OK	 
REQUEST		request testing	1699000616377	1699000616377	OK	 
REQUEST		request testing	1699000616675	1699000616675	OK	 
REQUEST		request testing	1699000616972	1699000616972	OK	 
REQUEST		request testing	1699000617269	1699000617269	OK	 
REQUEST		request testing	1699000617569	1699000617569	OK	 
REQUEST		request testing	1699000617866	1699000617866	OK	 
REQUEST		request testing	1699000618175	1699000618175	OK	 
REQUEST		request testing	1699000618477	1699000618477	OK	 
REQUEST		request testing	1699000618794	1699000618794	OK	 
REQUEST		request testing	1699000619091	1699000619091	OK	 
REQUEST		request testing	1699000619391	1699000619391	OK	 
REQUEST		request testing	1699000619689	1699000619689	OK	 
REQUEST		request testing	1699000619987	1699000619987	OK	 
REQUEST		request testing	1699000620287	1699000620287	OK	 
REQUEST		request testing	1699000620584	1699000620584	OK	 
REQUEST		request testing	1699000620881	1699000620881	OK	 
REQUEST		request testing	1699000621178	1699000621178	OK	 
REQUEST		request testing	1699000621477	1699000621477	OK	 
REQUEST		request testing	1699000621774	1699000621774	OK	 
REQUEST		request testing	1699000622100	1699000622100	OK	 
REQUEST		request testing	1699000622398	1699000622398	OK	 
REQUEST		request testing	1699000622695	1699000622695	OK	 
REQUEST		request testing	1699000622991	1699000622991	OK	 
REQUEST		request testing	1699000623288	1699000623288	OK	 
REQUEST		request testing	1699000623586	1699000623586	OK	 
REQUEST		request testing	1699000623883	1699000623883	OK	 
REQUEST		request testing	1699000624180	1699000624180	OK	 
REQUEST		request testing	1699000624477	1699000624477	OK	 
REQUEST		request testing	1699000624776	1699000624776	OK	 
REQUEST		request testing	1699000625074	1699000625074	OK	 
REQUEST		request testing	1699000625370	1699000625370	OK	 
REQUEST		request testing	1699000625667	1699000625667	OK	 
REQUEST		request testing	1699000625964	1699000625964	OK	 
REQUEST		request testing	1699000626260	1699000626260	OK	 
REQUEST		request testing	1699000626557	1699000626557	OK	 
REQUEST		request testing	1699000626853	1699000626853	OK	 
REQUEST		request testing	1699000627150	1699000627150	OK	 
REQUEST		request testing	1699000627450	1699000627450	OK	 
REQUEST		request testing	1699000627747	1699000627747	OK	 
REQUEST		request testing	1699000628053	1699000628053	OK	 
REQUEST		request testing	1699000628350	1699000628350	OK	 
REQUEST		request testing	1699000628647	1699000628647	OK	 
REQUEST		request testing	1699000628945	1699000628945	OK	 
REQUEST		request testing	1699000629242	1699000629242	OK	 
REQUEST		request testing	1699000629538	1699000629538	OK	 
REQUEST		request testing	1699000629836	1699000629836	OK	 
REQUEST		request testing	1699000630132	1699000630132	OK	 
REQUEST		request testing	1699000630430	1699000630430	OK	 
REQUEST		request testing	1699000630728	1699000630728	OK	 
REQUEST		request testing	1699000631023	1699000631023	OK	 
REQUEST		request testing	1699000631321	1699000631321	OK	 
REQUEST		request testing	1699000631625	1699000631625	OK	 
REQUEST		request testing	1699000631922	1699000631922	OK	 
REQUEST		request testing	1699000632220	1699000632220	OK	 
REQUEST		request testing	1699000632516	1699000632516	OK	 
REQUEST		request testing	1699000632814	1699000632814	OK	 
REQUEST		request testing	1699000633121	1699000633121	OK	 
REQUEST		request testing	1699000633420	1699000633420	OK	 
REQUEST		request testing	1699000633718	1699000633718	OK	 
REQUEST		request testing	1699000634015	1699000634015	OK	 
REQUEST		request testing	1699000634312	1699000634312	OK	 
REQUEST		request testing	1699000634610	1699000634610	OK	 
REQUEST		request testing	1699000634910	1699000634910	OK	 
REQUEST		request testing	1699000635207	1699000635207	OK	 
REQUEST		request testing	1699000635506	1699000635506	OK	 
REQUEST		request testing	1699000635803	1699000635803	OK	 
REQUEST		request testing	1699000636100	1699000636100	OK	 
REQUEST		request testing	1699000636397	1699000636397	OK	 
REQUEST		request testing	1699000636694	1699000636694	OK	 
REQUEST		request testing	1699000636991	1699000636991	OK	 
REQUEST		request testing	1699000637289	1699000637289	OK	 
REQUEST		request testing	1699000637586	1699000637586	OK	 
REQUEST		request testing	1699000637884	1699000637884	OK	 
REQUEST		request testing	1699000638181	1699000638181	OK	 
REQUEST		request testing	1699000638478	1699000638478	OK	 
REQUEST		request testing	1699000638775	1699000638775	OK	 
REQUEST		request testing	1699000639081	1699000639081	OK	 
REQUEST		request testing	1699000639377	1699000639377	OK	 
REQUEST		request testing	1699000639678	1699000639678	OK	 
REQUEST		request testing	1699000639976	1699000639976	OK	 
REQUEST		request testing	1699000640275	1699000640275	OK	 
REQUEST		request testing	1699000640572	1699000640572	OK	 
REQUEST		request testing	1699000640880	1699000640880	OK	 
REQUEST		request testing	1699000641177	1699000641177	OK	 
REQUEST		request testing	1699000641475	1699000641475	OK	 
REQUEST		request testing	1699000641772	1699000641772	OK	 
REQUEST		request testing	1699000642070	1699000642070	OK	 
REQUEST		request testing	1699000642367	1699000642367	OK	 
