RUN	StoreInvAdj.StoreInvAdjustment	storeinvadjustment	1698047490883	 	3.9.5
USER	Initial Scenario	START	1698047579621
REQUEST		GET Store quantity from VTS	1698047579608	1698047579632	OK	 
REQUEST		GET Store quantity from VTS Redirect 1	1698047579642	1698047579654	OK	 
USER	Initial Scenario	END	1698047579746
USER	CDC Inv Adjustment	START	1698047580531
REQUEST		request testing	1698047580729	1698047580729	OK	 
REQUEST		request testing	1698047580790	1698047580790	OK	 
REQUEST		request testing	1698047580850	1698047580850	OK	 
REQUEST		request testing	1698047580958	1698047580958	OK	 
REQUEST		request testing	1698047580988	1698047580988	OK	 
REQUEST		request testing	1698047581021	1698047581021	OK	 
REQUEST		request testing	1698047581045	1698047581045	OK	 
REQUEST		request testing	1698047581098	1698047581098	OK	 
REQUEST		request testing	1698047581132	1698047581132	OK	 
REQUEST		request testing	1698047581161	1698047581161	OK	 
REQUEST		request testing	1698047581188	1698047581188	OK	 
REQUEST		request testing	1698047581227	1698047581227	OK	 
REQUEST		request testing	1698047581268	1698047581268	OK	 
REQUEST		request testing	1698047581297	1698047581297	OK	 
REQUEST		request testing	1698047581318	1698047581318	OK	 
REQUEST		request testing	1698047581341	1698047581341	OK	 
REQUEST		request testing	1698047581366	1698047581366	OK	 
REQUEST		request testing	1698047581423	1698047581423	OK	 
REQUEST		request testing	1698047581449	1698047581449	OK	 
REQUEST		request testing	1698047581471	1698047581471	OK	 
REQUEST		request testing	1698047581523	1698047581523	OK	 
REQUEST		request testing	1698047581545	1698047581545	OK	 
REQUEST		request testing	1698047581599	1698047581599	OK	 
REQUEST		request testing	1698047581729	1698047581729	OK	 
REQUEST		request testing	1698047581776	1698047581776	OK	 
REQUEST		request testing	1698047581807	1698047581807	OK	 
REQUEST		request testing	1698047581838	1698047581838	OK	 
REQUEST		request testing	1698047581871	1698047581871	OK	 
REQUEST		request testing	1698047581918	1698047581918	OK	 
REQUEST		request testing	1698047581971	1698047581971	OK	 
REQUEST		request testing	1698047581998	1698047581998	OK	 
REQUEST		request testing	1698047582028	1698047582028	OK	 
REQUEST		request testing	1698047582053	1698047582053	OK	 
REQUEST		request testing	1698047582079	1698047582079	OK	 
REQUEST		request testing	1698047582101	1698047582101	OK	 
REQUEST		request testing	1698047582128	1698047582128	OK	 
REQUEST		request testing	1698047582153	1698047582153	OK	 
REQUEST		request testing	1698047582231	1698047582231	OK	 
REQUEST		request testing	1698047582282	1698047582282	OK	 
REQUEST		request testing	1698047582325	1698047582325	OK	 
REQUEST		request testing	1698047582368	1698047582368	OK	 
REQUEST		request testing	1698047582413	1698047582413	OK	 
REQUEST		request testing	1698047582443	1698047582443	OK	 
REQUEST		request testing	1698047582472	1698047582472	OK	 
REQUEST		request testing	1698047582514	1698047582514	OK	 
REQUEST		request testing	1698047582549	1698047582549	OK	 
REQUEST		request testing	1698047582585	1698047582585	OK	 
REQUEST		request testing	1698047582609	1698047582609	OK	 
REQUEST		request testing	1698047582633	1698047582633	OK	 
REQUEST		request testing	1698047582665	1698047582665	OK	 
REQUEST		request testing	1698047582685	1698047582685	OK	 
REQUEST		request testing	1698047582709	1698047582709	OK	 
REQUEST		request testing	1698047582734	1698047582734	OK	 
REQUEST		request testing	1698047582795	1698047582795	OK	 
REQUEST		request testing	1698047582917	1698047582917	OK	 
REQUEST		request testing	1698047582946	1698047582946	OK	 
REQUEST		request testing	1698047582967	1698047582967	OK	 
REQUEST		request testing	1698047582997	1698047582997	OK	 
REQUEST		request testing	1698047583021	1698047583021	OK	 
REQUEST		request testing	1698047583044	1698047583044	OK	 
REQUEST		request testing	1698047583068	1698047583068	OK	 
REQUEST		request testing	1698047583095	1698047583095	OK	 
REQUEST		request testing	1698047583212	1698047583212	OK	 
REQUEST		request testing	1698047583297	1698047583297	OK	 
REQUEST		request testing	1698047583415	1698047583415	OK	 
